Date,Open,High,Low,Close,Volume,ETF_Open,ETF_High,ETF_Low,ETF_Close,ETF_Volume
2005-05-02,4.6422,4.6933,4.6128,4.6653,129954717,16.857,16.915,16.713,16.758,355676
2005-05-03,4.6615,4.7052,4.6141,4.637,138580983,16.749,16.933,16.749,16.874,320580
2005-05-04,4.6422,4.7637,4.6231,4.7575,126218196,16.915,17.061,16.849,16.988,467373
2005-05-05,4.7637,4.7729,4.6703,4.6972,108044030,16.988,17.089,16.9,16.962,809437
2005-05-06,4.7358,4.7806,4.7114,4.7691,91044836,17.025,17.07,16.981,17.006,394596
2005-05-09,4.7717,4.7961,4.7064,4.7344,99190182,17.052,17.105,16.933,17.08,305505
2005-05-10,4.6959,4.7704,4.6525,4.664,124488615,17.035,17.044,16.849,16.9,388858
2005-05-11,4.5143,4.568,4.2401,4.5602,572078532,16.9,17.035,16.758,16.981,2087149
2005-05-12,4.5358,4.5576,4.3538,4.3708,270744354,17.016,17.157,16.933,16.997,338802
2005-05-13,4.3862,4.5117,4.363,4.4528,196689936,17.105,17.301,17.035,17.21,2089958
2005-05-16,4.4398,4.5732,4.4219,4.5526,132290797,17.238,17.38,17.165,17.373,805616
2005-05-17,4.4988,4.5411,4.4231,4.5282,164419133,17.327,17.478,17.219,17.432,473221
2005-05-18,4.5462,4.8098,4.4809,4.5899,177573060,17.442,17.736,17.442,17.682,1556563
2005-05-19,4.5845,4.8253,4.5819,4.8086,221611987,17.745,17.817,17.682,17.781,968826
2005-05-20,4.7819,4.8216,4.7626,4.8086,126332850,17.699,17.859,17.699,17.807,529127
2005-05-23,4.865,5.1097,4.8471,5.0918,291180906,17.851,17.941,17.817,17.869,1146443
2005-05-24,5.0518,5.1213,4.9982,5.0842,165695531,17.834,17.968,17.79,17.959,947456
2005-05-25,5.0737,5.1161,5.0354,5.0943,115818917,17.913,17.913,17.781,17.878,1221128
2005-05-26,5.1224,5.2427,4.9687,5.2173,146564901,17.968,18.109,17.968,18.081,878166
2005-05-27,5.2235,5.2235,5.1238,5.1942,88153399,18.136,18.136,17.994,18.056,503366
2005-05-31,5.2122,5.2173,5.0689,5.0918,112725720,18.073,18.073,17.941,17.941,530588
2005-06-01,5.1097,5.2199,5.1047,5.1611,126666104,17.959,18.182,17.921,18.119,943066
2005-06-02,5.1367,5.1635,5.0714,5.1275,104349496,18.1,18.199,17.931,18.199,516753
2005-06-03,4.8868,4.9406,4.8369,4.8973,267013051,18.163,18.172,17.968,18.004,657921
2005-06-06,4.9187,4.9469,4.8098,4.8562,226525416,18.047,18.047,17.887,17.977,1956104
2005-06-07,4.8319,4.8319,4.6677,4.6795,208220412,18.011,18.163,17.895,17.904,1158814
2005-06-08,4.6907,4.7704,4.6832,4.728,115229808,18.028,18.038,17.887,17.941,673443
2005-06-09,4.7382,4.8586,4.7151,4.8216,108913865,18.004,18.073,17.859,18.028,1971514
2005-06-10,4.7895,4.7895,4.5487,4.5858,189387246,18.038,18.038,17.826,17.931,508992
2005-06-13,4.5988,4.6884,4.5872,4.5974,121567036,17.869,18.1,17.869,18.004,826424
2005-06-14,4.6141,4.6294,4.5781,4.6102,97548419,17.994,18.047,17.878,17.895,607637
2005-06-15,4.71,4.7766,4.6487,4.755,157118398,18.028,18.038,17.763,18.004,561522
2005-06-16,4.7626,4.8768,4.7151,4.8637,154511983,18.004,18.081,17.95,18.038,667145
2005-06-17,4.9278,4.9356,4.8445,4.906,166475795,18.163,18.163,18.004,18.047,647457
2005-06-20,4.8537,4.878,4.7961,4.8165,90687155,17.994,18.136,17.895,18.02,786038
2005-06-21,4.8075,4.8906,4.7868,4.8484,103450911,18.065,18.127,18.004,18.1,801901
2005-06-22,4.9098,4.9433,4.8841,4.9368,119734681,18.109,18.207,18.056,18.136,838233
2005-06-23,4.9739,5.0943,4.9497,4.9803,188157265,18.136,18.313,17.994,17.994,976143
2005-06-24,5.006,5.0099,4.8253,4.8355,115865908,18.028,18.028,17.736,17.772,869733
2005-06-27,4.7217,4.8791,4.6972,4.7512,167664516,17.699,17.79,17.604,17.63,1729786
2005-06-28,4.8011,4.8138,4.76,4.7781,97962542,17.708,17.878,17.69,17.851,627888
2005-06-29,4.7704,4.7754,4.6258,4.6576,126673007,17.869,17.95,17.826,17.878,662194
2005-06-30,4.6884,4.7587,4.6499,4.7137,116551667,17.921,17.931,17.673,17.708,928446
2005-07-01,4.7164,4.7344,4.6473,4.6742,69942386,17.817,17.851,17.708,17.755,1102346
2005-07-05,4.6871,4.8854,4.6742,4.8637,126687338,17.638,17.921,17.638,17.869,715737
2005-07-06,4.8394,4.8868,4.7637,4.7882,111345368,17.842,17.994,17.826,17.826,607864
2005-07-07,4.7125,4.8355,4.7125,4.819,107163730,18.028,18.028,17.622,17.859,1292782
2005-07-08,4.8484,4.9022,4.7985,4.8984,81121389,17.887,18.191,17.842,18.182,1431025
2005-07-11,4.9139,4.9497,4.8382,4.8791,108907602,18.225,18.369,18.191,18.369,892678
2005-07-12,4.8959,4.9174,4.8548,4.8973,108155388,18.535,18.535,18.313,18.465,811125
2005-07-13,4.8973,4.9304,4.8537,4.9111,214155362,18.518,18.599,18.465,18.544,774566
2005-07-14,5.2275,5.38,5.1519,5.2184,584584424,18.713,18.767,18.635,18.705,1655657
2005-07-15,5.2314,5.3235,5.1816,5.3209,191832481,18.731,18.748,18.626,18.696,1636987
2005-07-18,5.3147,5.3915,5.298,5.3134,163840286,18.731,18.758,18.553,18.59,1581755
2005-07-19,5.3339,5.5363,5.2596,5.5308,187248178,18.802,18.902,18.696,18.865,2137090
2005-07-20,5.4902,5.609,5.4619,5.5874,126658581,18.635,18.875,18.561,18.802,1548120
2005-07-21,5.6025,5.6398,5.494,5.5437,113082587,18.802,18.829,18.643,18.679,1817748
2005-07-22,5.5631,5.6347,5.5566,5.6347,84157752,18.722,18.739,18.58,18.635,1151048
2005-07-25,5.6374,5.6706,5.6,5.6103,82264050,18.635,18.739,18.535,18.535,841273
2005-07-26,5.6347,5.6487,5.5528,5.5874,74921649,18.713,18.722,18.607,18.679,900661
2005-07-27,5.6025,5.6438,5.4645,5.6334,79149666,18.748,18.91,18.616,18.802,1025631
2005-07-28,5.6322,5.6347,5.5449,5.609,70852736,18.802,18.839,18.722,18.81,2193218
2005-07-29,5.5834,5.6836,5.4118,5.4619,157219733,18.875,18.892,18.687,18.713,2033943
2005-08-01,5.4553,5.5172,5.3888,5.4746,88075776,18.785,18.795,18.669,18.722,1087048
2005-08-02,5.4927,5.5707,5.4567,5.5308,82918991,18.731,18.961,18.722,18.91,1215732
2005-08-03,5.5308,5.5464,5.4772,5.5348,72951250,18.91,19.052,18.829,19.034,1485583
2005-08-04,5.504,5.5065,5.4154,5.4695,76184388,18.953,18.998,18.81,18.857,1182436
2005-08-05,5.4454,5.5528,5.3813,5.5052,67611269,18.848,18.892,18.739,18.81,1196721
2005-08-08,5.5065,5.5389,5.4567,5.4619,49312217,18.758,18.857,18.652,18.66,1294581
2005-08-09,5.5052,5.6207,5.4949,5.6116,108057501,18.739,18.892,18.739,18.802,722373
2005-08-10,5.6347,5.6848,5.5464,5.5554,101379479,18.839,18.926,18.553,18.59,1126753
2005-08-11,5.5566,5.6499,5.5389,5.6347,76003131,18.607,18.748,18.571,18.731,929234
2005-08-12,5.5657,5.9191,5.5528,5.9036,260130637,18.1,18.561,17.994,18.482,1721124
2005-08-15,5.9623,6.1894,5.9488,6.1059,303022029,18.465,18.66,18.447,18.58,1055104
2005-08-16,6.0715,6.0829,5.9177,5.9228,150163756,18.58,18.58,18.369,18.402,616751
2005-08-17,5.9522,6.0753,5.9383,6.0381,141460054,18.447,18.652,18.447,18.561,1662292
2005-08-18,6.019,6.019,5.859,5.9292,123422177,18.518,18.58,18.438,18.438,1789628
2005-08-19,5.9228,5.9805,5.8614,5.8691,106504647,18.518,18.561,18.457,18.457,559609
2005-08-22,5.9126,5.9868,5.7961,5.8743,108173172,18.447,18.652,18.42,18.491,1045318
2005-08-23,5.8856,5.9036,5.8036,5.8576,82448915,18.491,18.58,18.429,18.482,1696265
2005-08-24,5.8409,6.0343,5.8383,5.8614,159500136,18.465,18.643,18.359,18.369,1181085
2005-08-25,5.906,5.9535,5.8663,5.8986,77043026,18.411,18.447,18.377,18.377,869281
2005-08-26,5.9177,5.9345,5.8089,5.8576,72802432,18.669,18.669,18.277,18.313,1804250
2005-08-29,5.8036,5.8946,5.7961,5.8703,71339545,18.295,18.491,18.225,18.438,519003
2005-08-30,5.8895,5.9921,5.8806,5.9638,144650701,18.34,18.438,18.277,18.438,998640
2005-08-31,5.9972,6.0227,5.9256,6.0049,112376006,18.377,18.58,18.359,18.535,962527
2005-09-01,6.019,6.0407,5.9025,5.9243,99352590,18.544,18.58,18.447,18.491,524740
2005-09-02,5.9446,5.9933,5.906,5.9191,62007559,18.518,18.571,18.411,18.438,555673
2005-09-06,5.9791,6.2596,5.9612,6.2492,228209875,18.499,18.687,18.482,18.652,764557
2005-09-07,6.2839,6.3263,6.1366,6.2341,268406042,18.447,18.679,18.447,18.652,2562392
2005-09-08,6.3237,6.4183,6.2932,6.3748,195927825,18.669,18.758,18.616,18.696,551285
2005-09-09,6.4033,6.5762,6.3763,6.5708,171695677,18.722,18.785,18.66,18.713,1564658
2005-09-12,6.5566,6.6116,6.4773,6.5823,126205513,18.722,18.829,18.713,18.758,657135
2005-09-13,6.544,6.5683,6.4439,6.5083,137444725,18.81,18.875,18.705,18.777,1186936
2005-09-14,6.5543,6.5556,6.3341,6.3534,132304903,18.777,18.81,18.58,18.58,1793786
2005-09-15,6.4033,6.4263,6.3174,6.3864,112889017,18.616,18.66,18.491,18.535,1247901
2005-09-16,6.4313,6.5581,6.3965,6.5581,164771845,18.626,18.679,18.527,18.652,1247451
2005-09-19,6.5375,6.7735,6.5375,6.7411,218488130,18.643,18.643,18.457,18.499,1337665
2005-09-20,6.7874,6.8911,6.7769,6.8117,228763721,18.544,18.705,18.402,18.429,1053978
2005-09-21,6.7874,6.7936,6.6415,6.6733,121023080,18.386,18.395,18.191,18.207,866919
2005-09-22,6.6529,6.7193,6.5723,6.6462,129321885,18.154,18.313,18.1,18.277,1219669
2005-09-23,6.672,6.8512,6.6387,6.8129,155727470,18.217,18.34,18.154,18.285,751170
2005-09-26,6.9384,6.9871,6.8282,6.8948,152418192,18.377,18.447,18.199,18.26,920346
2005-09-27,6.9151,6.946,6.8423,6.8436,95282512,18.285,18.295,18.145,18.199,1046216
2005-09-28,6.7962,6.8014,6.4788,6.5413,313859506,18.25,18.359,18.199,18.313,1099984
2005-09-29,6.5566,6.7348,6.507,6.7029,177605826,18.285,18.509,18.199,18.457,1043069
2005-09-30,6.7053,6.8706,6.6439,6.8654,148030444,18.474,18.59,18.447,18.58,754770
2005-10-03,6.9359,6.9844,6.8742,6.9714,141517615,18.535,18.705,18.535,18.553,1188171
2005-10-04,7.0398,7.0884,6.8693,6.8835,150428307,18.599,18.643,18.369,18.386,883116
2005-10-05,6.9575,6.9615,6.7553,6.759,170303943,18.395,18.395,18.109,18.127,2052389
2005-10-06,6.8268,6.8501,6.5144,6.621,211205526,18.1,18.191,17.807,17.921,1408530
2005-10-07,6.6258,6.6502,6.4733,6.5695,189042294,17.959,18.065,17.931,17.968,1098298
2005-10-10,6.6462,6.6475,6.4391,6.4504,141505636,17.941,18.028,17.826,17.842,1060163
2005-10-11,6.5657,6.6425,6.4543,6.6066,338562315,17.826,17.904,17.673,17.708,964443
2005-10-12,6.229,6.4414,6.1301,6.307,751820583,17.336,17.763,17.336,17.594,2307055
2005-10-13,6.3428,6.9092,6.3096,6.8822,519953389,17.559,17.772,17.549,17.717,3109967
2005-10-14,6.8822,6.9604,6.7601,6.9151,288777529,17.763,17.817,17.645,17.79,1096833
2005-10-17,6.9151,6.9447,6.7463,6.8436,172007646,17.807,17.826,17.682,17.772,1603241
2005-10-18,6.8194,6.9092,6.6847,6.686,169958934,17.798,17.817,17.717,17.736,1606612
2005-10-19,6.6682,7.0385,6.5581,7.0359,281225314,17.531,17.959,17.531,17.959,2425385
2005-10-20,6.9999,7.2355,6.9604,7.1895,378487355,17.968,18.073,17.763,17.826,1698514
2005-10-21,7.2971,7.2971,7.0896,7.1278,221522567,17.817,18.038,17.817,17.931,508205
2005-10-24,7.1138,7.2728,7.0551,7.2728,170578017,18.109,18.163,17.913,18.163,1115169
2005-10-25,7.2225,7.2803,7.1318,7.1846,130023884,18.225,18.225,17.869,18.038,1124505
2005-10-26,7.2076,7.3711,7.1614,7.3034,176447614,18.028,18.207,17.994,17.994,1111458
2005-10-27,7.2983,7.3008,7.0958,7.0958,114915650,18.02,18.028,17.798,17.798,1105158
2005-10-28,7.1779,7.2266,6.9372,6.9755,214728236,17.869,17.986,17.745,17.968,1260161
2005-10-31,7.0741,7.425,7.0114,7.3752,263084340,18.011,18.26,17.994,18.154,1104033
2005-11-01,7.3327,7.4457,7.2829,7.3636,209483745,18.119,18.163,18.065,18.119,1695926
2005-11-02,7.3942,7.6837,7.3763,7.6773,240592728,18.047,18.369,18.028,18.322,762868
2005-11-03,7.7542,7.9807,7.6928,7.9207,246540209,18.447,18.535,18.395,18.491,1506392
2005-11-04,7.7337,7.8425,7.6352,7.831,244879684,18.491,18.58,18.402,18.571,1088284
2005-11-07,7.7925,7.8975,7.7017,7.7132,177810390,18.626,18.669,18.509,18.607,1221245
2005-11-08,7.6773,7.7325,7.5684,7.6709,132038217,18.491,18.679,18.491,18.616,999198
2005-11-09,7.7027,7.8385,7.6837,7.6977,148455396,18.561,18.679,18.535,18.599,1061627
2005-11-10,7.7694,7.8374,7.557,7.8347,186246267,18.635,18.758,18.499,18.758,1281534
2005-11-11,7.8758,7.9538,7.8552,7.8808,118545663,18.802,18.848,18.758,18.802,999759
2005-11-14,7.8808,7.9372,7.8004,7.8695,103128186,18.848,18.902,18.748,18.82,4265520
2005-11-15,7.8886,8.0784,7.8707,7.9757,150758829,19.042,19.042,18.696,18.758,3150913
2005-11-16,8.1,8.3318,8.0796,8.3176,218223908,18.669,18.829,18.669,18.829,1325404
2005-11-17,8.4009,8.4369,8.2281,8.2627,188541219,18.848,19.071,18.848,19.052,5379001
2005-11-18,8.3636,8.3789,8.2433,8.2677,146342787,19.201,19.246,19.071,19.157,1394694
2005-11-21,8.3012,8.3484,8.1602,8.319,142584326,19.157,19.175,18.713,19.148,1400767
2005-11-22,8.3228,8.5495,8.2627,8.5186,150663168,19.115,19.329,19.106,19.274,1471072
2005-11-23,8.5699,8.7056,8.5402,8.5943,135469074,19.329,19.486,19.284,19.38,2556429
2005-11-25,8.6444,8.9054,8.6444,8.8799,110162197,19.469,19.559,19.38,19.433,676031
2005-11-28,9.0588,9.1005,8.8452,8.921,283877472,19.486,19.505,19.362,19.362,1231591
2005-11-29,8.9636,9.0023,8.625,8.7209,248452151,19.38,19.524,19.347,19.362,2143277
2005-11-30,8.7635,8.8171,8.6469,8.6853,165644525,19.329,19.45,19.292,19.302,1573320
2005-12-01,8.8221,9.1867,8.8118,9.1704,226435371,19.469,19.638,19.425,19.594,2394229
2005-12-02,9.2345,9.3146,9.054,9.3004,249726299,19.576,19.682,19.552,19.576,3255747
2005-12-05,9.2162,9.2878,9.1557,9.1977,161051681,19.594,19.594,19.406,19.477,2257109
2005-12-06,9.4739,9.582,9.3931,9.4849,238354819,19.576,19.682,19.505,19.505,1509653
2005-12-07,9.506,9.534,9.3634,9.4719,188686785,19.567,19.584,19.398,19.469,1699301
2005-12-08,9.3723,9.4989,9.2966,9.4889,219470631,19.486,19.496,19.21,19.329,1273434
2005-12-09,9.506,9.551,9.3931,9.516,154868905,19.329,19.441,19.274,19.398,1280747
2005-12-12,9.6,9.651,9.547,9.593,146400006,19.496,19.515,19.38,19.45,1065002
2005-12-13,9.591,9.666,9.503,9.601,137622629,19.416,19.486,19.339,19.388,1168262
2005-12-14,9.2976,9.3861,8.9995,9.2219,404061552,19.425,19.46,19.302,19.416,1451609
2005-12-15,9.3067,9.3313,9.1369,9.2444,156393442,19.441,19.441,19.292,19.339,1109883
2005-12-16,9.2384,9.2586,9.0995,9.1063,185897396,19.292,19.292,19.148,19.175,1214271
2005-12-19,9.0966,9.2966,9.0966,9.1417,147457351,19.157,19.167,18.91,18.943,2192886
2005-12-20,9.1674,9.2693,9.1072,9.2345,133547797,18.918,18.961,18.829,18.875,1333726
2005-12-21,9.2917,9.4267,9.2888,9.413,131732602,18.935,19.015,18.848,18.892,1105834
2005-12-22,9.467,9.538,9.4258,9.4819,103351853,19.042,19.042,18.892,18.98,1179960
2005-12-23,9.4969,9.51,9.3861,9.3931,64059818,19.015,19.088,18.971,19.015,833621
2005-12-27,9.4839,9.628,9.4719,9.506,164601939,19.071,19.115,18.839,18.857,1668478
2005-12-28,9.519,9.572,9.389,9.4228,110919913,18.902,18.91,18.785,18.81,1020458
2005-12-29,9.4557,9.4557,9.1462,9.15,136655807,18.848,18.884,18.696,18.705,1848905
2005-12-30,9.0814,9.2751,9.0081,9.2064,174081204,18.66,18.66,18.553,18.58,1158476
2006-01-03,9.2722,9.571,9.2526,9.571,224233638,18.669,18.98,18.527,18.943,3046413
2006-01-04,9.628,9.73,9.54,9.6,172662101,18.98,19.167,18.943,19.167,3070373
2006-01-05,9.591,9.591,9.4458,9.523,124912881,19.088,19.284,19.088,19.255,1442276
2006-01-06,9.637,9.823,9.545,9.769,196417600,19.38,19.576,19.329,19.559,5071583
2006-01-09,9.835,9.886,9.7,9.739,188213509,19.576,19.638,19.486,19.621,2765317
2006-01-10,9.764,10.485,9.711,10.356,635685920,19.524,19.621,19.486,19.602,2724821
2006-01-11,10.737,10.859,10.577,10.744,416203660,19.647,19.833,19.621,19.789,2634944
2006-01-12,10.879,11.065,10.708,10.794,356865841,19.806,19.833,19.655,19.682,1828320
2006-01-13,10.888,11.015,10.833,10.959,216310030,19.701,19.737,19.584,19.674,1632261
2006-01-17,10.965,11.062,10.74,10.848,232661139,20.111,20.111,19.406,19.477,2678701
2006-01-18,10.641,10.764,10.48,10.565,332713712,19.097,19.31,19.088,19.246,4905555
2006-01-19,10.424,10.458,10.083,10.122,472861708,19.362,19.505,19.265,19.416,4343808
2006-01-20,10.154,10.25,9.711,9.742,317157060,19.32,19.38,18.875,18.91,3676664
2006-01-23,9.752,10.189,9.731,9.946,295519535,18.971,18.989,18.82,18.839,2054190
2006-01-24,10.088,10.169,9.704,9.738,318070991,18.926,19.052,18.884,18.902,2568465
2006-01-25,9.917,9.925,9.3792,9.502,355727991,18.98,18.989,18.82,18.961,2085912
2006-01-26,9.562,9.662,9.2122,9.2626,328984852,19.061,19.148,18.98,19.088,2396141
2006-01-27,9.3342,9.4258,9.1043,9.2237,265924867,19.292,19.406,19.193,19.302,2677239
2006-01-30,9.1282,9.809,9.0749,9.604,388283817,19.302,19.406,19.274,19.362,4241109
2006-01-31,9.671,9.775,9.4458,9.672,254411304,19.362,19.371,19.201,19.201,1241152
2006-02-01,9.604,9.79,9.558,9.66,145338449,19.097,19.362,19.097,19.32,3466657
2006-02-02,9.647,9.652,9.2267,9.2335,197102201,19.274,19.32,19.042,19.052,2720098
2006-02-03,9.2556,9.3215,9.0966,9.1995,193012150,18.961,19.024,18.892,18.918,1725398
2006-02-06,9.2414,9.2849,8.5469,8.6186,460627942,18.91,18.953,18.777,18.865,1666567
2006-02-07,8.7516,8.8977,8.5391,8.6569,386911118,18.802,18.926,18.777,18.81,3965637
2006-02-08,8.7671,8.8466,8.4521,8.8118,265774594,18.892,19.201,18.884,19.175,2177363
2006-02-09,8.8632,8.8656,8.2639,8.3176,320518384,19.22,19.329,19.08,19.088,1467018
2006-02-10,8.3406,8.666,8.055,8.6199,490534811,19.088,19.246,18.971,19.238,2275559
2006-02-13,8.5186,8.5482,8.2779,8.287,246305917,19.115,19.184,18.989,19.061,2106607
2006-02-14,8.338,8.7209,8.3241,8.6621,323721270,19.106,19.38,19.071,19.32,1960941
2006-02-15,8.6199,8.9156,8.5482,8.8644,319780928,19.32,19.45,19.302,19.425,2300757
2006-02-16,8.9636,9.093,8.8977,9.0369,264382770,19.533,19.638,19.477,19.602,1783104
2006-02-17,9.0043,9.0774,8.9147,9.0013,160611426,19.559,19.559,19.45,19.496,1299757
2006-02-21,9.0447,9.0654,8.7952,8.8466,217343065,19.441,19.477,19.22,19.284,2259920
2006-02-22,8.8426,9.1787,8.7083,9.1331,272787728,19.255,19.441,19.193,19.38,1889064
2006-02-23,9.1924,9.3489,9.1472,9.1896,238898288,19.31,19.425,19.265,19.284,1886589
2006-02-24,9.2276,9.3342,9.1178,9.152,149120330,19.292,19.32,19.201,19.292,1685017
2006-02-27,9.2228,9.2365,9.0474,9.09,220603158,19.274,19.524,19.274,19.469,2908508
2006-02-28,9.1704,9.2712,8.7209,8.7708,352990588,19.46,19.469,19.229,19.246,1695590
2006-03-01,8.8364,8.899,8.711,8.8492,212775717,19.347,19.701,19.347,19.629,1908521
2006-03-02,8.8389,8.9636,8.7937,8.9147,174344973,19.552,19.718,19.542,19.674,1400881
2006-03-03,8.8785,8.9529,8.648,8.6722,205588060,19.45,19.755,19.45,19.559,2080737
2006-03-06,8.6569,8.6722,8.3161,8.3855,254456317,19.674,19.709,19.425,19.477,3147087
2006-03-07,8.4215,8.5673,8.3341,8.4917,243243543,19.388,19.416,19.229,19.355,1481981
2006-03-08,8.4983,8.606,8.3687,8.4084,181885134,19.347,19.441,19.21,19.339,1585243
2006-03-09,8.4637,8.5124,8.1717,8.1871,222814141,19.441,19.505,19.22,19.22,1606952
2006-03-10,8.2064,8.259,7.9975,8.0921,290860787,19.255,19.416,19.175,19.31,3244049
2006-03-13,8.338,8.4877,8.297,8.4112,240137202,19.406,19.477,19.32,19.38,1879502
2006-03-14,8.425,8.6212,8.388,8.6212,179026268,19.355,19.621,19.329,19.602,1973875
2006-03-15,8.6853,8.7136,8.3906,8.4816,248753704,19.576,19.763,19.576,19.718,977488
2006-03-16,8.5661,8.5673,8.2343,8.2356,208901227,19.763,19.824,19.567,19.594,2195808
2006-03-17,8.2905,8.3931,8.2103,8.2806,226426802,19.612,19.718,19.567,19.655,1037894
2006-03-20,8.3509,8.383,8.1791,8.1947,168796439,19.682,19.718,19.629,19.691,499769
2006-03-21,8.2343,8.2396,7.8616,7.9154,374628693,19.682,19.916,19.576,19.612,2158124
2006-03-22,7.9732,8.1,7.8465,7.8975,375312303,19.469,19.647,19.416,19.621,1364659
2006-03-23,7.9002,7.9272,7.6339,7.7041,397822515,19.594,19.647,19.486,19.576,1029119
2006-03-24,7.7182,7.8041,7.5595,7.6786,298928443,19.584,19.691,19.524,19.638,1803125
2006-03-27,7.7132,7.8604,7.6071,7.6209,308428049,19.559,19.737,19.559,19.665,832610
2006-03-28,7.6439,7.7017,7.4596,7.5187,381497781,19.559,19.728,19.425,19.441,817761
2006-03-29,7.5724,8.0062,7.3854,7.9822,652507842,19.515,19.824,19.477,19.737,1231591
2006-03-30,8.0488,8.1064,7.8796,8.0359,387195087,19.814,19.943,19.718,19.799,2395691
2006-03-31,8.0988,8.1459,7.9706,8.032,226141936,19.851,19.861,19.682,19.682,1826186
